time,Locus_tag,name,COG_category,FC,sig,loc,res
3h,DLM_2352,COG1215,M,-0.188178638,,5,
3h,DLM_2353,cDA1,G,0.076262512,,6,
3h,DLM_2354,NA,,0.187354576,,15,
3h,DLM_2355,atoS,T,0.183962835,,3,
3h,DLM_2356,miaB,J,0.262194046,,12,
3h,DLM_2357,osmC,O,0.26565591,,10,
3h,DLM_2358,araC,K,0.021926541,,2,
3h,DLM_2359,bioA,H,0.381456008,,12,
3h,DLM_2360,putA,C,0.108479101,,4,
3h,DLM_2361,COG5394,S,0.091925545,,14,
3h,DLM_2362,NA,,-0.624605524,,15,
3h,DLM_2363,NA,,1.81532808,,15,
3h,DLM_2364,COG2866,E,-1.224072016,,1,
3h,DLM_2365,NA,,-0.273104714,,15,
3h,DLM_2372,tar,NT,-0.226057583,,8,
3h,DLM_2373,NA,,0.548923964,,15,
3h,DLM_2374,ubiG,H,0.241924935,,12,
3h,DLM_2375,NA,,-0.779069237,,15,
3h,DLM_2376,NA,,0.229261182,,15,
3h,DLM_2377,COG3564,S,0.149681401,,14,
3h,DLM_2378,putA,C,-2.346608,Depleted,4,Both
3h,DLM_2379,NA,,-0.590111937,,15,
3h,DLM_2380,atoS,T,-2.4556516,Depleted,3,Both
3h,DLM_2381,COG3287,S,-2.937096184,Depleted,14,Both
3h,DLM_2382,NA,,-0.324669405,,15,
3h,DLM_2383,citB,TK,-2.262822727,,3,
3h,DLM_2384,tar,T,0.255664165,,3,
3h,DLM_2385,araJ,G,0.200749342,,6,
3h,DLM_2386,modA,P,0.265926119,,7,
3h,DLM_2387,lysR,K,0.075213972,,2,
3h,DLM_2388,NA,,0.725662651,,15,
3h,DLM_2389,COG1518,L,0.184604559,,11,
3h,DLM_2390,NA,,0.548131666,,15,
3h,DLM_2391,NA,,0.102302294,,15,
3h,DLM_2392,NA,,0.117490215,,15,
3h,DLM_2393,NA,,-0.213210372,,15,
3h,DLM_2394,NA,,0.001412234,,15,
3h,DLM_2395,COG1203,R,0.154655145,,13,
3h,DLM_2396,tar,NT,-0.13078606,,8,
3h,DLM_2398,soxR,K,2.063497137,,2,
3h,DLM_2408,tgt,J,0.538263102,,12,
3h,DLM_2412,dedA,S,-0.606593614,,14,
3h,DLM_2413,mutL,L,-0.642156024,,11,
3h,DLM_2414,tdk,F,0.993736297,,12,
3h,DLM_2415,sbcB,L,0.141248409,,11,
3h,DLM_2416,miaA,J,-0.425016262,,12,
3h,DLM_2417,tdcF,J,0.462276754,,12,
3h,DLM_2418,NA,,-1.158266796,,15,
3h,DLM_2419,mntH,P,0.396333573,,7,
3h,DLM_2420,sapB,S,0.110247671,,14,
3h,DLM_2421,oLE1,I,0.306815236,,9,
3h,DLM_2422,COG5339,S,0.770575073,,14,
3h,DLM_2423,bfd,P,0.085396072,,7,
3h,DLM_2424,COG1051,F,-0.164723469,,12,
3h,DLM_2425,NA,,-0.302178164,,15,
3h,DLM_2427,citB,TK,-0.035567579,,3,
3h,DLM_2428,COG0388,R,-0.613291313,,13,
3h,DLM_2429,potE,E,0.625166246,,1,
3h,DLM_2430,speA,E,0.212244646,,1,
3h,DLM_2431,dadA,E,-0.265072775,,1,
3h,DLM_2432,potA,E,0.057614762,,1,
3h,DLM_2433,rtn,T,0.330130469,,3,
3h,DLM_2434,mhpC,R,-0.30563348,,13,
3h,DLM_2435,caiD,I,0.246386221,,9,
3h,DLM_2436,COG2988,E,0.204876507,,1,
3h,DLM_2437,flgL,N,-1.968437925,Depleted,8,Both
3h,DLM_2438,flgK,N,-2.739419434,Depleted,8,Both
3h,DLM_2439,flgJ,MNO,-1.051994105,,5,
3h,DLM_2440,flgI,N,-2.253535483,,8,
3h,DLM_2441,flgH,N,-3.964028866,Depleted,8,Both
3h,DLM_2442,flgG,N,-1.655089928,Depleted,8,Both
3h,DLM_2443,flgF,N,-4.099148581,Depleted,8,Both
3h,DLM_2444,flgE,N,-3.402911216,Depleted,8,Both
3h,DLM_2445,flgD,N,-3.541761827,Depleted,8,Both
3h,DLM_2446,flgC,N,-2.403175279,,8,
3h,DLM_2447,flgB,N,-2.8924008,,8,
3h,DLM_2449,COG1765,O,-0.544735143,,10,
3h,DLM_2450,qRI7,O,0.010542,,10,
3h,DLM_2451,uup,R,0.021842804,,13,
3h,DLM_2453,glcD,C,0.084499431,,4,
3h,DLM_2455,trpA,E,-0.565806372,,1,
3h,DLM_2456,trpB,E,-1.80406558,Depleted,1,
3h,DLM_2457,trpF,E,-1.277254832,,1,
3h,DLM_2458,truA,J,-0.949833413,,12,
3h,DLM_2459,fimV,NU,0.036691338,,8,
3h,DLM_2460,fimV,NU,-1.740920068,Depleted,8,Both
3h,DLM_2461,asd,E,0.165715932,,1,
3h,DLM_2463,leuB,CE,-1.703641739,Depleted,4,
3h,DLM_2464,ubiE,H,-0.853469593,,12,
3h,DLM_2465,leuD,E,-0.993453855,,1,
3h,DLM_2466,COG5510,S,-1.903381461,,14,
3h,DLM_2467,leuC,E,-1.668284496,Depleted,1,
3h,DLM_2468,NA,,-2.851191829,,15,
3h,DLM_2469,hipB,K,0.002569231,,2,
3h,DLM_2470,proP,GEPR,-0.124997636,,6,
3h,DLM_2471,COG1188,J,0.338519893,,12,
3h,DLM_2472,mhpD,Q,-0.274113478,,12,
3h,DLM_2473,phaC,I,-1.543144857,Depleted,9,
3h,DLM_2474,paaJ,I,0.388150661,,9,
3h,DLM_2475,COG0727,R,0.335325185,,13,
3h,DLM_2476,COG1524,R,0.50200662,,13,
3h,DLM_2477,COG4273,S,0.187798205,,14,
3h,DLM_2478,NA,,-0.187851414,,15,
3h,DLM_2479,mhpC,R,0.24552194,,13,
3h,DLM_2480,rsuA,J,-0.274250667,,12,
3h,DLM_2481,rhaT,GER,0.443888493,,6,
3h,DLM_2482,gatA,J,-0.118971237,,12,
3h,DLM_2483,COG3009,S,-0.34492754,,14,
3h,DLM_2484,pqiB,R,-0.157973118,,13,
3h,DLM_2485,pqiA,S,-0.333385466,,14,
3h,DLM_2486,pqiA,S,-0.265054914,,14,
3h,DLM_2487,COG4309,S,0.098416777,,14,
3h,DLM_2488,NA,,-1.582702994,,15,
3h,DLM_2489,COG0730,R,0.254243085,,13,
3h,DLM_2490,lysR,K,0.140469023,,2,
3h,DLM_2491,eutG,C,0.249632762,,4,
3h,DLM_2492,COG3758,S,0.170959403,,14,
3h,DLM_2493,marC,U,0.423289103,,12,
3h,DLM_2494,lysP,E,0.315892339,,1,
3h,DLM_2498,rtn,T,-0.13748753,,3,
3h,DLM_2499,prfB,J,-0.227432134,,12,
3h,DLM_2500,pncA,Q,0.250051105,,12,
3h,DLM_2503,lrp,K,-0.033073566,,2,
3h,DLM_2504,COG3844,E,0.090733261,,1,
3h,DLM_2506,rhtB,E,0.189985011,,1,
3h,DLM_2507,aRO8,KE,0.077089565,,2,
3h,DLM_2508,COG0121,R,0.062031728,,13,
3h,DLM_2509,COG2905,T,-0.203823945,,3,
3h,DLM_2510,dnaQ,L,0.438976277,,11,
3h,DLM_2511,COG4091,E,0.071364451,,1,
3h,DLM_2512,NA,,0.5722615,,15,
3h,DLM_2513,radC,L,0.481655906,,11,
3h,DLM_2516,COG2199,T,0.453505353,,3,
3h,DLM_2517,COG4097,P,-0.145883072,,7,
3h,DLM_2518,surA,O,-0.285946637,,10,
3h,DLM_2519,NA,,-0.373948574,,15,
3h,DLM_2520,gst,O,-0.167261057,,10,
3h,DLM_2521,lysR,K,0.050211446,,2,
3h,DLM_2522,COG4125,S,-0.475022231,,14,
3h,DLM_2523,emrE,P,0.210254578,,7,
3h,DLM_2524,pleD,T,0.033941978,,3,
3h,DLM_2526,tar,NT,0.013670613,,8,
3h,DLM_2527,NA,,0.408805546,,15,
3h,DLM_2528,COG1669,R,-0.626074771,,13,
3h,DLM_2529,COG3617,K,-0.131833388,,2,
3h,DLM_2530,COG1426,S,-0.255021673,,14,
3h,DLM_2531,hipA,R,0.485604885,,13,
3h,DLM_2532,NA,,-0.359597602,,15,
3h,DLM_2533,COG5528,S,-0.013124145,,14,
3h,DLM_2534,wcaG,MG,-0.024375619,,5,
3h,DLM_2535,NA,,-0.341853667,,15,
3h,DLM_2536,araC,K,0.132859917,,2,
3h,DLM_2537,COG4221,R,0.038160069,,13,
3h,DLM_2541,COG3174,S,-0.444287238,,14,
3h,DLM_2542,mhpC,R,-0.122841937,,13,
3h,DLM_2543,COG4232,OC,-1.030161971,,10,
3h,DLM_2544,tar,NT,0.085396072,,8,
3h,DLM_2545,yhhT,R,-0.451076036,,13,
3h,DLM_2546,paaJ,I,0.14988416,,9,
3h,DLM_2547,soxR,K,0.367317157,,2,
3h,DLM_2548,fadB,I,-0.533814576,,9,
3h,DLM_2549,putA,C,0.038840817,,4,
3h,DLM_2550,caiA,I,0.002681286,,9,
3h,DLM_2551,caiD,I,-0.718143153,,9,
3h,DLM_2552,caiD,I,1.234421261,,9,
3h,DLM_2553,mmsB,I,0.336913137,,9,
3h,DLM_2555,potD,E,0.524440322,,1,
3h,DLM_2556,cinA,R,-0.024927433,,13,
3h,DLM_2557,COG1434,S,0.402441068,,14,
3h,DLM_2558,livF,E,-0.77683769,,1,
3h,DLM_2559,livM,E,-0.045650478,,1,
3h,DLM_2560,livH,E,-0.049027013,,1,
3h,DLM_2561,NA,,0.40215352,,15,
3h,DLM_2562,astB,E,-0.086884561,,1,
3h,DLM_2563,putA,C,0.045254174,,4,
3h,DLM_2564,astA,E,-0.294428922,,1,
3h,DLM_2565,astA,E,-0.389721003,,1,
3h,DLM_2566,argD,E,-0.82293753,,1,
3h,DLM_2569,truB,J,0.543474113,,12,
3h,DLM_2570,rbfA,J,-0.016356171,,12,
3h,DLM_2574,caiC,IQ,0.579809955,,9,
3h,DLM_2575,pilU,NU,-0.16121925,,8,
3h,DLM_2578,NA,,0.915591447,,15,
3h,DLM_2579,NA,,-0.49510735,,15,
3h,DLM_2580,hflC,O,-0.172931142,,10,
3h,DLM_2581,hflC,O,0.543509369,,10,
3h,DLM_2582,zntA,P,-0.011856183,,7,
3h,DLM_2583,marC,U,0.221376796,,12,
3h,DLM_2584,napH,C,0.102064322,,4,
3h,DLM_2585,aRO8,KE,0.20726985,,2,
3h,DLM_2586,recR,L,-0.313572512,,11,
3h,DLM_2587,COG3791,S,-0.262516758,,14,
3h,DLM_2588,COG0718,S,-0.227950352,,14,
3h,DLM_2590,mltB,M,0.112824849,,5,
3h,DLM_2591,hrcA,K,-0.027092768,,2,
3h,DLM_2592,recA,L,0.35280828,,11,
3h,DLM_2593,oraA,R,-0.222807048,,13,
3h,DLM_2596,hisJ,ET,-0.007710074,,1,
3h,DLM_2597,fpaA,C,-0.09908886,,4,
3h,DLM_2598,NA,,0.104003268,,15,
3h,DLM_2599,NA,,0.066808769,,15,
3h,DLM_2600,COG2229,R,1.055848338,,13,
3h,DLM_2601,NA,,-0.302065431,,15,
3h,DLM_2602,COG2018,R,0.077730716,,13,
3h,DLM_2603,COG2308,S,0.127323188,,14,
3h,DLM_2604,COG2307,S,0.351040843,,14,
3h,DLM_2605,COG1305,E,0.40215352,,1,
3h,DLM_2606,COG3484,O,-0.195199372,,10,
3h,DLM_2607,COG3318,R,0.131894788,,13,
3h,DLM_2608,COG1051,F,-0.161150457,,12,
3h,DLM_2610,NA,,0.317675333,,15,
3h,DLM_2611,purU,F,0.096286365,,12,
3h,DLM_2617,gntR,K,-0.247985611,,2,
3h,DLM_2618,lysR,K,-0.134185035,,2,
3h,DLM_2619,COG1741,R,-0.180102597,,13,
3h,DLM_2620,COG1741,R,-0.00142261,,13,
3h,DLM_2621,tar,T,-0.04404156,,3,
3h,DLM_2622,livK,E,-0.073934902,,1,
3h,DLM_2623,baeS,T,0.139605073,,3,
3h,DLM_2624,ttrR,T,0.629461535,,3,
3h,DLM_2626,rhsA,M,0.212840731,,5,
3h,DLM_2628,rhsA,M,0.270601514,,5,
3h,DLM_2629,rhsA,M,-2.048592676,,5,
3h,DLM_2633,rhsA,M,0.156606541,,5,
3h,DLM_2635,rhsA,M,-0.287969215,,5,
3h,DLM_2639,rhsA,M,-0.664921171,,5,
3h,DLM_2640,rhsA,M,0.904743001,,5,
3h,DLM_2642,rhsA,M,0.245588698,,5,
3h,DLM_2643,rhsA,M,0.283942765,,5,
3h,DLM_2644,COG4447,R,0.371078531,,13,
3h,DLM_2647,NA,,-0.008682243,,15,
3h,DLM_2650,alr,M,-0.159675096,,5,
3h,DLM_2651,dadA,E,-0.133398898,,1,
3h,DLM_2652,lrp,K,-0.601318672,,2,
3h,DLM_2653,tar,NT,-0.122610649,,8,
3h,DLM_2654,ebsC,S,-0.251786115,,14,
3h,DLM_2655,potA,E,-0.672023463,,1,
3h,DLM_2656,thiP,P,0.479420132,,7,
3h,DLM_2657,rimL,J,0.391591904,,12,
3h,DLM_2658,tbpA,H,0.517382447,,12,
3h,DLM_2659,NA,,0.107838264,,15,
3h,DLM_2660,COG5267,S,-0.52313085,,14,
3h,DLM_2661,COG4102,S,-0.049358471,,14,
3h,DLM_2662,COG3617,K,0.540761727,,2,
3h,DLM_2663,dam,L,0.958447924,,11,
3h,DLM_2664,NA,,0.480495573,,15,
3h,DLM_2665,NA,,0.27006252,,15,
3h,DLM_2666,COG3778,S,-0.866042591,,14,
3h,DLM_2667,xkdT,S,-0.005670691,,14,
3h,DLM_2669,COG4384,S,-0.375181376,,14,
3h,DLM_2670,COG4379,R,-1.425390989,,13,
3h,DLM_2671,COG4228,R,-0.422276326,,13,
3h,DLM_2672,NA,,-0.07549057,,15,
3h,DLM_2673,NA,,0.229123672,,15,
3h,DLM_2674,NA,,0.22059187,,15,
3h,DLM_2675,COG4386,R,-0.453290882,,13,
3h,DLM_2676,NA,,-0.448519828,,15,
3h,DLM_2677,COG5003,R,-0.007981736,,13,
3h,DLM_2678,COG4387,S,0.482862415,,14,
3h,DLM_2679,NA,,0.069373703,,15,
3h,DLM_2680,COG4397,R,0.768623673,,13,
3h,DLM_2681,NA,,-0.298842939,,15,
3h,DLM_2682,COG4388,R,0.047113743,,13,
3h,DLM_2683,NA,,-0.249607108,,15,
3h,DLM_2684,COG5005,R,0.067676082,,13,
3h,DLM_2685,COG2369,S,-0.533679955,,14,
3h,DLM_2686,COG4383,S,0.239298704,,14,
3h,DLM_2687,NA,,0.067344596,,15,
3h,DLM_2688,NA,,0.085769532,,15,
3h,DLM_2689,NA,,-0.006516576,,15,
3h,DLM_2692,NA,,0.10899129,,15,
3h,DLM_2693,NA,,-0.185693875,,15,
3h,DLM_2694,NA,,-0.046743057,,15,
3h,DLM_2695,COG5566,S,0.324195791,,14,
3h,DLM_2696,COG4382,S,-0.601318672,,14,
3h,DLM_2697,NA,,0.564501931,,15,
3h,DLM_2698,NA,,0.760282506,,15,
3h,DLM_2699,NA,,0.60269522,,15,
3h,DLM_2700,NA,,0.390059619,,15,
3h,DLM_2701,NA,,-0.100551298,,15,
3h,DLM_2702,NA,,-0.899037607,,15,
3h,DLM_2703,NA,,0.454087627,,15,
3h,DLM_2704,NA,,0.09104875,,15,
3h,DLM_2705,COG2842,R,0.407991573,,13,
3h,DLM_2706,NA,,0.121814526,,15,
3h,DLM_2707,NA,,-0.075632487,,15,
3h,DLM_2709,NA,,0.322254172,,15,
3h,DLM_2710,baeS,T,0.290543501,,3,
3h,DLM_2711,cheY,T,0.145355713,,3,
3h,DLM_2712,baeS,T,0.119905613,,3,
3h,DLM_2713,COG3437,KT,0.03696457,,2,
3h,DLM_2714,pleD,T,-0.945814611,,3,
3h,DLM_2715,COG3186,E,0.027683863,,1,
3h,DLM_2716,lrp,K,-0.189766787,,2,
3h,DLM_2717,COG2354,S,0.210696246,,14,
3h,DLM_2718,NA,,-0.143613065,,15,
3h,DLM_2719,cls,I,0.296157893,,9,
3h,DLM_2720,ada,L,2.054726927,,11,
3h,DLM_2721,alkA,L,-0.232895866,,11,
3h,DLM_2722,COG2199,T,-0.379713103,,3,
3h,DLM_2723,NA,,-1.293196376,,15,
3h,DLM_2724,narI,C,0.188202737,,4,
3h,DLM_2725,narJ,C,0.050132353,,4,
3h,DLM_2726,narY,C,0.30493322,,4,
3h,DLM_2727,narG,C,0.502828836,,4,
3h,DLM_2728,NA,,0.799755106,,15,
3h,DLM_2730,fimA,NU,0.08735399,,8,
3h,DLM_2731,NA,,0.047208958,,15,
3h,DLM_2732,tar,NT,-0.171674839,,8,
3h,DLM_2733,narK,P,0.088068547,,7,
3h,DLM_2734,narK,P,0.025710853,,7,
3h,DLM_2735,NA,,0.24945532,,15,
3h,DLM_2736,narQ,T,0.422599955,,3,
3h,DLM_2737,citB,TK,-0.368484504,,3,
3h,DLM_2738,COG2199,T,0.120466587,,3,
3h,DLM_2739,moaA,H,0.408805546,,12,
3h,DLM_2740,fepB,P,0.4428252,,7,
3h,DLM_2741,fepD,P,0.196082776,,7,
3h,DLM_2742,fepC,PH,0.504174457,,7,
3h,DLM_2744,rhbC,Q,-0.368838844,,12,
3h,DLM_2745,rimL,J,-1.42444091,,12,
3h,DLM_2746,NA,,0.729887237,,15,
3h,DLM_2747,iucD,Q,-0.840684172,,12,
3h,DLM_2748,fhuE,P,-0.187308367,,7,
3h,DLM_2749,crp,T,0.324979979,,3,
3h,DLM_2750,tolB,U,0.077659449,,12,
3h,DLM_2751,COG0535,R,0.467061852,,13,
3h,DLM_2752,lrp,K,0.444704211,,2,
3h,DLM_2753,lrp,K,0.355442108,,2,
3h,DLM_2754,COG3391,S,0.281165819,,14,
3h,DLM_2755,cccA,C,0.617734949,,4,
3h,DLM_2756,COG4654,C,0.122908539,,4,
3h,DLM_2757,cccA,C,-0.002622947,,4,
3h,DLM_2758,NA,,-0.106197862,,15,
3h,DLM_2760,norD,P,0.118466396,,7,
3h,DLM_2761,COG0714,R,-0.269855621,,13,
3h,DLM_2762,NA,,0.090559033,,15,
3h,DLM_2763,cyoC,C,0.087148405,,4,
3h,DLM_2764,norB,P,0.365119949,,7,
3h,DLM_2765,NA,,0.091434853,,15,
3h,DLM_2766,cysG,H,0.453740346,,12,
3h,DLM_2767,COG3945,S,-0.589864519,,14,
3h,DLM_2768,NA,,0.211595776,,15,
3h,DLM_2769,NA,,0.286579678,,15,
3h,DLM_2770,NA,,0.026757192,,15,
3h,DLM_2771,COG3189,S,-0.035064301,,14,
3h,DLM_2772,marR,K,1.134582792,,2,
3h,DLM_2773,COG3448,T,0.750297724,,3,
3h,DLM_2775,nnrS,P,0.239865022,,7,
3h,DLM_2776,fkpA,O,-0.897655053,,10,
3h,DLM_2777,rfaF,M,0.141094799,,5,
3h,DLM_2778,NA,,-0.086363429,,15,
3h,DLM_2779,araJ,G,0.203529651,,6,
3h,DLM_2780,lysR,K,0.53573311,,2,
3h,DLM_2781,rhaT,GER,0.178494482,,6,
3h,DLM_2782,cheY,T,0.363476834,,3,
3h,DLM_2783,citB,TK,0.292518508,,3,
3h,DLM_2784,fabG,IQR,0.222269277,,9,
3h,DLM_2785,COG4948,MR,0.322390659,,5,
3h,DLM_2786,malK,G,-0.008723909,,6,
3h,DLM_2787,ugpB,G,0.123622868,,6,
3h,DLM_2788,ugpA,G,-0.033751029,,6,
3h,DLM_2789,ugpE,G,0.543264337,,6,
3h,DLM_2790,gntR,K,0.406751776,,2,
3h,DLM_2791,COG3386,G,1.006674798,,6,
3h,DLM_2792,nrdA,F,0.183964151,,12,
3h,DLM_2793,asmA,M,0.261657331,,5,
3h,DLM_2794,COG4394,S,-0.456901468,,14,
3h,DLM_2795,efp,J,-1.353737918,,12,
3h,DLM_2796,dinB,S,-0.554594146,,14,
3h,DLM_2797,COG1485,R,-1.369004675,,13,
3h,DLM_2798,adc,Q,0.445633094,,12,
3h,DLM_2799,fabG,IQR,-0.189815223,,9,
3h,DLM_2800,rssA,R,0.251273402,,13,
3h,DLM_2801,cysK,E,0.384540447,,1,
3h,DLM_2808,himA,L,-1.455467805,,11,
3h,DLM_2809,rpsA,J,-2.376612385,,12,
3h,DLM_2810,cmk,F,-0.945273073,,12,
3h,DLM_2811,aroA,E,-1.416220403,,1,
3h,DLM_2812,COG4696,S,-0.005394065,,14,
3h,DLM_2813,cybB,C,0.636033949,,4,
3h,DLM_2814,NA,,0.268630326,,15,
3h,DLM_2815,lysR,K,0.110413865,,2,
3h,DLM_2816,purR,K,-0.396760446,,2,
3h,DLM_2817,NA,,0.505596532,,15,
3h,DLM_2818,fruB,G,0.286820302,,6,
3h,DLM_2820,fruA,G,0.374122867,,6,
3h,DLM_2821,melB,G,-0.036347506,,6,
3h,DLM_2822,bglX,G,0.229916092,,6,
3h,DLM_2823,NA,,0.491557117,,15,
3h,DLM_2824,fabG,IQR,-0.497272035,,9,
3h,DLM_2825,sUI1,J,0.538035648,,12,
3h,DLM_2826,hipB,S,0.362521665,,14,
3h,DLM_2827,dadA,E,-0.200194635,,1,
3h,DLM_2828,NA,,0.28234141,,15,
3h,DLM_2829,COG3516,S,0.985558488,,14,
3h,DLM_2830,COG3517,S,-0.035628366,,14,
3h,DLM_2831,COG3515,S,0.127458249,,14,
3h,DLM_2832,COG3519,S,-0.126961262,,14,
3h,DLM_2833,COG3520,S,-0.029591998,,14,
3h,DLM_2834,COG3521,S,-0.386407204,,14,
3h,DLM_2835,COG3518,S,0.89796246,,14,
3h,DLM_2836,COG3522,S,-0.046821452,,14,
3h,DLM_2837,COG3455,S,0.623918521,,14,
3h,DLM_2838,ompA,M,-0.117861938,,5,
3h,DLM_2839,hcp,S,-0.437079906,,14,
3h,DLM_2840,vgrG,S,0.187400533,,14,
3h,DLM_2841,NA,,-2.30175839,,15,
3h,DLM_2844,NA,,0.009927317,,15,
3h,DLM_2845,NA,,1.741569042,,15,
3h,DLM_2846,NA,,-0.092070706,,15,
3h,DLM_2847,COG4104,S,-0.104283275,,14,
3h,DLM_2848,icmF,S,-0.098388417,,14,
3h,DLM_2849,fabG,IQR,0.051418751,,9,
3h,DLM_2850,tyrA,E,-0.092499026,,1,
3h,DLM_2851,NA,,-0.041100361,,15,
3h,DLM_2852,rtn,T,0.203885292,,3,
3h,DLM_2853,ilvE,EH,-0.049948592,,1,
3h,DLM_2854,trpE,EH,0.099362805,,1,
3h,DLM_2859,fabH,I,-1.110332319,,9,
3h,DLM_2863,maf,D,0.263512928,,12,
3h,DLM_2864,COG0313,R,0.003963813,,13,
3h,DLM_2865,pncB,H,0.658925647,,12,
3h,DLM_2866,COG5495,S,0.805752518,,14,
3h,DLM_2867,lemA,S,0.191928979,,14,
3h,DLM_2868,NA,,0.243760751,,15,
3h,DLM_2869,NA,,0.570114952,,15,
3h,DLM_2870,NA,,-1.178863701,,15,
3h,DLM_2871,mET17,E,-0.068125352,,1,
3h,DLM_2873,ddpA,E,0.21554296,,1,
3h,DLM_2874,COG5001,T,0.525143586,,3,
3h,DLM_2875,gcvP,E,-0.515031549,,1,
3h,DLM_2876,gcvH,E,-1.434311154,,1,
3h,DLM_2877,gcvT,E,-0.500547953,,1,
3h,DLM_2882,potE,E,-0.036484587,,1,
3h,DLM_2883,glnS,J,0.174963343,,12,
3h,DLM_2884,COG1146,C,-0.315323117,,4,
3h,DLM_2885,cheD,NT,-1.013220363,,8,
3h,DLM_2886,cheB,NT,0.547946859,,8,
3h,DLM_2887,cheR,NT,-0.402563059,,8,
3h,DLM_2888,tar,T,-0.019019251,,3,
3h,DLM_2889,cheW,NT,0.114032,,8,
3h,DLM_2890,cheA,NT,0.118220586,,8,
3h,DLM_2891,cheY,T,-1.519788786,,3,
3h,DLM_2892,tar,NT,-0.321305682,,8,
3h,DLM_2893,spoIIAA,T,0.891149141,,3,
3h,DLM_2894,fleS,T,-1.774865807,Depleted,3,Both
3h,DLM_2898,cheZ,NT,0.664559535,,8,
3h,DLM_2899,cheA,NT,-0.636167074,,8,
3h,DLM_2900,COG3434,T,-0.855075264,,3,
3h,DLM_2904,guaA,F,0.507915033,,12,
3h,DLM_2905,rpmG,J,-0.018573996,,12,
3h,DLM_2911,NA,D,-0.59923636,,12,
3h,DLM_2912,COG2914,S,-0.930626297,,14,
3h,DLM_2913,COG2867,I,-0.998100761,,9,
3h,DLM_2915,NA,,-1.327143708,,15,
3h,DLM_2917,elaB,S,-0.010077724,,14,
3h,DLM_2918,NA,,0.413984653,,15,
3h,DLM_2919,NA,,0.657737451,,15,
3h,DLM_2920,NA,,0.519870141,,15,
3h,DLM_2922,erfK,S,-0.418648109,,14,
3h,DLM_2923,NA,,0.408274206,,15,
3h,DLM_2924,ubiE,H,-0.498119784,,12,
3h,DLM_2925,COG1671,S,0.094878516,,14,
3h,DLM_2926,rsbU,TK,0.589416221,,3,
3h,DLM_2927,COG3531,O,-0.436756674,,10,
3h,DLM_2928,gloB,R,-0.118316838,,13,
3h,DLM_2929,COG2199,T,-0.298623781,,3,
3h,DLM_2930,lysR,K,0.02108292,,2,
3h,DLM_2931,COG4977,K,0.256537636,,2,
3h,DLM_2933,fumA,C,-1.655766456,,4,
3h,DLM_2934,arcB,T,0.600650071,,3,
3h,DLM_2935,ntrY,T,0.581918896,,3,
3h,DLM_2936,potD,E,0.478228689,,1,
3h,DLM_2938,amtB,P,0.272686461,,7,
3h,DLM_2939,narQ,T,0.060648891,,3,
3h,DLM_2940,fhlA,T,0.082584853,,3,
3h,DLM_2941,COG2070,R,0.405441573,,13,
3h,DLM_2942,NA,,1.608921469,,15,
3h,DLM_2943,add,F,0.170645808,,12,
3h,DLM_2944,NA,,-0.027528514,,15,
3h,DLM_2945,COG2199,T,0.706211506,,3,
3h,DLM_2946,COG2199,T,-0.182775074,,3,
3h,DLM_2947,nfnB,C,-0.025770201,,4,
3h,DLM_2948,NA,,0.895248713,,15,
3h,DLM_2949,NA,,0.243937599,,15,
3h,DLM_2951,cbiM,P,0.082705083,,7,
3h,DLM_2952,cbiQ,P,0.066402748,,7,
3h,DLM_2953,cbiO,P,0.408402434,,7,
3h,DLM_2954,nikR,K,0.484774739,,2,
3h,DLM_2956,putA,C,0.552207906,,4,
3h,DLM_2957,COG3450,R,0.248264486,,13,
3h,DLM_2958,dadA,E,-0.139777587,,1,
3h,DLM_2959,NA,,1.323827334,,15,
3h,DLM_2960,lysR,K,-1.044808746,,2,
3h,DLM_2961,ompA,M,0.205481474,,5,
3h,DLM_2962,fepC,PH,-0.111775736,,7,
3h,DLM_2963,fepD,P,-0.121361785,,7,
3h,DLM_2964,chuT,P,1.079476517,,7,
3h,DLM_2965,hemS,P,0.11911555,,7,
3h,DLM_2966,cirA,P,0.189350244,,7,
3h,DLM_2967,ompR,TK,0.049110799,,3,
3h,DLM_2968,baeS,T,0.076432924,,3,
3h,DLM_2969,hemO,P,0.692282697,,7,
3h,DLM_2970,ansP,E,0.271652403,,1,
3h,DLM_2971,gabT,E,-0.020567128,,1,
3h,DLM_2974,eutG,C,-1.709589155,,4,
3h,DLM_2975,pilE,NU,0.044956648,,8,
3h,DLM_2976,pilY1,NU,0.628146145,,8,
3h,DLM_2977,pilX,NU,0.139549472,,8,
3h,DLM_2978,pilW,NU,0.669706742,,8,
3h,DLM_2979,pilV,NU,0.045126157,,8,
3h,DLM_2980,fimT,NU,0.450581662,,8,
3h,DLM_2981,acrR,K,0.51261142,,2,
3h,DLM_2982,nfnB,C,0.156993271,,4,
3h,DLM_2983,nemA,C,-0.08491896,,4,
3h,DLM_2984,thiJ,R,-0.063629922,,13,
3h,DLM_2985,lCB5,IR,-0.158093239,,9,
3h,DLM_2986,NA,,0.309384977,,15,
3h,DLM_2987,COG0603,R,0.314261825,,13,
3h,DLM_2988,COG0720,H,0.873590284,,12,
3h,DLM_2989,nrdG,O,0.376434241,,10,
3h,DLM_2990,COG5572,S,-0.746181751,,14,
3h,DLM_2991,COG5572,S,-0.934301955,,14,
3h,DLM_2992,COG3220,S,-1.131445306,,14,
